id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,accessory_maxbedrooms_units,accessory_maxpercent_units,accessory_maxsqft_units,accessory_minlotacres_units,accessory_minparking_units,affordable_maxbedrooms_units,affordable_maxunitsperacre_units,affordable_maxunitsperbldg_units,affordable_minlotacres_units,affordable_minparking_1br_units,affordable_minparking_2br_units,affordable_minunitsqft_units,family1_floorarearatio_units,family1_frontsetbackft_units,family1_maxheightft_units,family1_maxlotcoverage_building_units,family1_maxlotcoverage_buildingimpervious_units,family1_maxstories_units,family1_minlotacres_units,family1_minparking_units,family1_minunitsqft_units,family1_rearsetbackft_units,family1_sidesetbackft_units,family2_floorarearatio_units,family2_frontsetbackft_units,family2_maxheightft_units,family2_maxlotcoverage_building_units,family2_maxlotcoverage_buildingimpervious_units,family2_maxstories_units,family2_maxunitsperacre_units,family2_minlotacres_units,family2_minparking_1br_units,family2_minparking_2br_units,family2_minunitsqft_units,family2_rearsetbackft_units,family2_sidesetbackft_units,family3_floorarearatio_units,family3_frontsetbackft_units,family3_maxbedrooms_units,family3_maxheightft_units,family3_maxlotcoverage_building_units,family3_maxlotcoverage_buildingimpervious_units,family3_maxstories_units,family3_maxunitsperacre_units,family3_minlotacres_units,family3_minparking_1br_units,family3_minparking_2br_units,family3_minunitsqft_units,family3_rearsetbackft_units,family3_sidesetbackft_units,family4_floorarearatio_units,family4_frontsetbackft_units,family4_maxbedrooms_units,family4_maxheightft_units,family4_maxlotcoverage_building_units,family4_maxlotcoverage_buildingimpervious_units,family4_maxstories_units,family4_maxunitsperacre_units,family4_maxunitsperbldg_units,family4_minlotacres_units,family4_minparking_1br_units,family4_minparking_2br_units,family4_minunitsqft_units,family4_rearsetbackft_units,family4_sidesetbackft_units,plannedresidential_maxunits_units,plannedresidential_maxunitsperacre_units,plannedresidential_minlotacres_units,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,govtype,haszoning,zoningcodepages,county,county_id,state
30873,2023-07-04,2023-10-12,NA,M,C,Commercial,TRUE,FALSE,FALSE,3079,,done,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30,35,,,2.5,0.14,,,25,5,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,1-family corner lot: 30ft front setback for all sides adjacent to streets,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": ""0.14"", ""27_58"": """", ""27_59"": """", ""27_60"": ""35"", ""27_61"": ""2.5"", ""27_62"": ""t"", ""27_63"": ""0.14"", ""27_64"": """", ""27_65"": """", ""27_66"": ""35"", ""27_67"": ""2.5"", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-07-04,0,,Bella Villa,municipal,TRUE,66,St. Louis County,5097,MO
30871,2023-07-04,2023-10-12,NA,R,A,Single-Family Dwelling,TRUE,FALSE,FALSE,3079,,done,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30,,,,1.5,0.14,,,"40' or 20% lot depth, whichever greater","1 side>10% lot width, other side >20% lot width",NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,1-family corner lot: 30ft front setback for all sides adjacent to streets,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,contextual,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-04,0,,Bella Villa,municipal,TRUE,66,St. Louis County,5097,MO
30872,2023-07-04,2023-10-12,NA,R,B,Single-Family or Duplex Dwelling,TRUE,FALSE,FALSE,3079,,done,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30,,,,1.5,0.14,,,"30' or 20% lot depth, whichever greater","1 side>10% lot width, other side >20% lot width",NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,"1-family corner lot: 30ft front setback for all sides adjacent to streets
",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,contextual,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-04,0,,Bella Villa,municipal,TRUE,66,St. Louis County,5097,MO
31906,2023-07-09,2023-07-09,NA,,Pasadena Park Village,Pasadena Park Village,NA,NA,FALSE,3137,"According to City of Moline Acres v. Heidbreder (Mo.), 367 S.W.2d 568, having only one zoning district is not permitted under Missouri Law. See https://revisor.mo.gov/main/OneSection.aspx?section=89.030&bid=4607&hl=",inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-09,0,,Pasadena Park,municipal,TRUE,11,St. Louis County,5097,MO
30663,2023-07-01,2023-07-01,NA,,A,Residential,NA,NA,FALSE,3152,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-01,0,,Velda City,municipal,TRUE,8,St. Louis County,5097,MO
30664,2023-07-01,2023-07-01,NA,,B,Commercial,NA,NA,FALSE,3152,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-01,0,,Velda City,municipal,TRUE,8,St. Louis County,5097,MO
31370,2023-07-07,2023-07-07,NA,,D,Commercial,NA,NA,FALSE,3095,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-07,0,,Country Club Hills,,NA,NA,St. Louis County,5097,MO
31367,2023-07-07,2023-07-07,NA,,A,Single-Family,NA,NA,FALSE,3095,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-07,0,,Country Club Hills,,NA,NA,St. Louis County,5097,MO
31368,2023-07-07,2023-07-07,NA,,B,Commercial,NA,NA,FALSE,3095,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-07,0,,Country Club Hills,,NA,NA,St. Louis County,5097,MO
31369,2023-07-07,2023-07-07,NA,,C,Commercial,NA,NA,FALSE,3095,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-07,0,,Country Club Hills,,NA,NA,St. Louis County,5097,MO
30018,2023-06-29,2024-02-12,NA,R,DT 5,Downtown Residential,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,allowed,allowed,allowed,allowed,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,12/S; 14/R & Y,,60,3.5,,1,,25/S; 20/R; 5/R & Y alley present; 35/Y,15/S & R between buildings; 7.5/Y,FALSE,FALSE,,,12/S; 14/R & Y,,60,3.5,,,1,1,,25/S; 20/R; 5/R & Y alley present; 35/Y,15/S & R between buildings; 7.5/Y,FALSE,FALSE,,,,12/S; 14/R & Y,,60,3.5,,,1,1,,25/S; 20/R; 5/R & Y alley present; 35/Y,15/S & R between buildings; 7.5/Y,FALSE,FALSE,FALSE,FALSE,,,,12/S; 14/R & Y,,60,3.5,,6/R,,1,1,,25/S; 20/R; 5/R & Y alley present; 35/Y,15/S & R between buildings; 7.5/Y,FALSE,FALSE,,,,NA,nomention,"Stoop (S), Civic (C), Row (R), and Yard (Y) Building Types allowed. The Civic Building Type is a more flexible Building Type intended only for civic and institutional types of uses. The General Stoop Building Type is limited in terms of uses by the district within which it is located, generally housing office and/or residential uses.",number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,number,notapplicable,contextual,contextual,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,contextual,notapplicable,number,number,notapplicable,contextual,contextual,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-29,0,,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30014,2023-06-29,2024-02-12,NA,M,DT 1,Downtown Core I,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,prohibited,allowed,allowed,allowed,allowed,nomention,FALSE,FALSE,,,,,,FALSE,TRUE,FALSE,,NA,,,,,,,,NA,NA,,,,,,,,,,,,FALSE,FALSE,,,18/ground story; 12/upper stories,,75,5,,,1,1,,5; 25/adjacent to residential,5/adjacent to other Building Type,FALSE,FALSE,,,,18/ground story; 12/upper stories,,75,5,,,1,1,,5; 25/adjacent to residential,5/adjacent to other Building Type,FALSE,FALSE,FALSE,FALSE,,,,18/ground story; 12/upper stories,,75,5,,,,1,1,,5; 25/adjacent to residential,5/adjacent to other Building Type,FALSE,FALSE,,,,NA,nomention,"Main Street Building and Civic Building types permitted. Residential uses are permitted by-right in DT 1, provided that the uses are located in the upper stories of a structure. These uses may also be located in the ground story provided that they are located beyond a depth of at least thirty feet from the front facade. The Civic Building Type is a more flexible Building Type intended only for civic and institutional types of uses.",notapplicable,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,number,number,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": """", ""27_59"": ""75"", ""27_60"": ""18/ground story; 12/upper stories"", ""27_61"": ""5"", ""27_62"": ""t"", ""27_63"": """", ""27_64"": """", ""27_65"": ""75"", ""27_66"": ""18/ground story; 12/upper stories"", ""27_67"": ""5"", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,0,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30019,2023-06-29,2024-02-12,NA,M,DT 3,Downtown Transition,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,allowed,allowed,allowed,allowed,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,14/S & R,,65/S & R,5/S; 4/R,,1,,5/S & R alley present; 25/S adjacent to residential; 15/R,10/S & R between buildings,FALSE,FALSE,,,"24/MS ground story; 12/MS upper story; 14/S, CC & R",,"65/MS, S & R; 60/CC",5/MS & S; 2.5/CC; 4/R,,,1,1,,"5/MS, S & R alley present; 25/MS & S adjacent to residential & CC; 15/R",10/MS & S; 15/CC; 10/R between buildings,FALSE,FALSE,,,,"24/MS ground story; 12/MS upper story; 14/S, CC & R",,"65/MS, S & R; 60/CC",5/MS & S; 2.5/CC; 4/R,,,1,1,,"5/MS, S & R alley present; 25/MS & S adjacent to residential & CC; 15/R",10/MS & S; 15/CC; 10/R between buildings,FALSE,FALSE,FALSE,FALSE,,,,"24/MS ground story; 12/MS upper story; 14/S, CC & R",,"65/MS, S & R; 60/CC",5/MS & S; 2.5/CC; 4/R,,8/R,,1,1,,"5/MS, S & R alley present; 25/MS & S adjacent to residential & CC; 15/R",10/MS & S; 15/CC; 10/R between buildings,FALSE,FALSE,,,,NA,nomention,"Main Street (MS), Stoop (S), Cottage Commercial (CC), Civic (C), and Row (R) Building Types allowed. The Civic Building Type is a more flexible Building Type intended only for civic and institutional types of uses. The General Stoop Building Type is limited in terms of uses by the district within which it is located, generally housing office and/or residential uses.",number,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,contextual,notapplicable,contextual,contextual,notapplicable,number,number,contextual,contextual,notapplicable,notapplicable,contextual,notapplicable,contextual,contextual,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,contextual,contextual,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,contextual,contextual,notapplicable,contextual,notapplicable,number,number,notapplicable,contextual,contextual,number,number,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": """", ""27_59"": ""65/MS; 60/CC"", ""27_60"": ""24/MS ground story; 12/MS upper story; 14/CC"", ""27_61"": ""5/MS; 2.5/CC"", ""27_62"": ""t"", ""27_63"": """", ""27_64"": """", ""27_65"": ""65/MS & S; 60/CC"", ""27_66"": ""24/MS ground story; 12/MS upper story; 14/S & CC"", ""27_67"": ""5/MS & S; 2.5/CC"", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,0,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30015,2023-06-29,2024-02-12,NA,M,DT 2,Downtown Core II,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,prohibited,allowed,allowed,allowed,allowed,nomention,FALSE,FALSE,,,,,,FALSE,TRUE,FALSE,,NA,,,,,,,,NA,NA,,,,,,,,,,,,FALSE,FALSE,,,18/MS; 12/MS upper stories; 14/S & CC,,75/MS & S; 70/CC,5/MS & S; 3.5/CC,,,1,1,,5/MS & S; 25/MS & S adjacent to residential & CC,5/MS adjacent to other Building Type & S; 10/CC,FALSE,FALSE,,,,18/MS; 12/MS upper stories; 14/S & CC,,75/MS & S; 70/CC,5/MS & S; 3.5/CC,,,1,1,,5/MS & S; 25/MS & S adjacent to residential & CC,5/MS adjacent to other Building Type & S; 10/CC,FALSE,FALSE,FALSE,FALSE,,,,18/MS; 12/MS upper stories; 14/S & CC,,75/MS & S; 70/CC,5/MS & S; 3.5/CC,,,,1,1,,5/MS & S; 25/MS & S adjacent to residential & CC,5/MS adjacent to other Building Type & S; 10/CC,FALSE,FALSE,,,,NA,nomention,"Main Street (MS), Stoop (S), Cottage Commercial (CC), and Civic (C) Building Types allowed. Residential uses are permitted by-right in DT 2, provided that the uses are located in the upper stories of a structure. These uses may also be located in the ground story provided that they are located beyond a depth of at least thirty feet from the front facade. The Civic Building Type is a more flexible Building Type intended only for civic and institutional types of uses.",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,contextual,contextual,notapplicable,contextual,contextual,number,number,number,number,number,contextual,contextual,number,notapplicable,number,contextual,number,contextual,contextual,number,number,number,number,number,contextual,contextual,number,contextual,number,contextual,number,contextual,contextual,number,number,number,number,number,number,contextual,contextual,number,number,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": """", ""27_59"": ""75/MS & S; 70/CC"", ""27_60"": ""18/MS ground story; 12/MS upper stories; 14/S & CC"", ""27_61"": ""5/MS & S; 3.5/CC"", ""27_62"": ""t"", ""27_63"": """", ""27_64"": """", ""27_65"": ""75/MS & S; 70/CC"", ""27_66"": ""18/MS ground story; 12/MS upper stories; 14/S & CC"", ""27_67"": ""5/MS & S; 3.5/CC"", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,0,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
